group_course_quarter,group_course_name,group_course_title,group_course_professor,group_course_days,group_course_time,group_course_location,created_on,is_active,group_course_subject_area
SPRING 2024,PORT 16B,PORT FOR SPAN SPK 2,SILVA K E,T R,10:00am - 11:50am,GIRV 2127,2024-04-02 00:00:00,1,Portuguese - PORT
SPRING 2024,PORT 130B,BRAZILIAN CINEMA,CRAVEIRO DE M,M W,2:00pm - 3:15pm,PHELP1425,2024-04-02 00:00:00,1,Portuguese - PORT
SPRING 2024,PORT 147,BUSINESS PORTUGUESE,CRAVEIRO DE M,T R,12:30pm - 1:45pm,ILP 3101,2024-04-02 00:00:00,1,Portuguese - PORT
SPRING 2024,PORT 195,SEN HONORS IND RES,T B A,,,T B A,2024-04-02 00:00:00,1,Portuguese - PORT
SPRING 2024,PORT 199,INDEP PORT STUDIES,T B A,,,T B A,2024-04-02 00:00:00,1,Portuguese - PORT
SPRING 2024,PSY 1,INTRO TO PSYCH,FRIDLUND A J,T R,11:00am - 12:15pm,CAMPBHALL,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 10A,RESEARCH METHODS,SCUDDER S L,M W,9:30 am - 10:45am,IV THEA2,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 10A,RESEARCH METHODS,SCUDDER S L,M W,11:00am - 12:15pm,IV THEA2,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 10B,STATISTICS,BAHAM M E,M W,9:30 am - 10:45am,NH 1006,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 10B,STATISTICS,BAHAM M E,M W,11:00am - 12:15pm,NH 1006,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 99,RESEARCH IN PBS,T B A,,,T B A,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 99P,RESEARCH IN PBS,T B A,,,T B A,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 102,SOCIAL PSYCHOLOGY,"YU H, MA BON DE SOU",T R,2:00pm - 3:15pm,ILP 1203,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 108,COGNITIVE PSYCHOLOG,"SCHOOLER J W, BENKLEY D A",M W,12:30pm - 1:45pm,ILP 1203,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 111,BEHAVIORAL NEURO.,"WOODS V E, LEONG S",M W,12:30pm - 1:45pm,ELLSN2617,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 115,NEUROPHARMACOLOGY,"SZUMLINSKI K, LE M S",M W,3:30pm - 4:45pm,BUCHN1930,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 117L,LAB MEMORY AND COG.,HEGARTY M,M W,9:00 am - 9:50 am,ILP 3103,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 120L,LAB IN ADV RESEARCH,FORD K C,M,5:00pm - 6:50pm,ILP 2101,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 125,MULTIMEDIA LEARNING,"MAYER R E, DELGADO C Y",T R,12:30pm - 1:45pm,LSB 1001,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 126,HORM. & COG.,"CHEN A, TAYLOR C M",W,2:00pm - 4:50pm,ILP 2211,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 129L,LAB IN PERCEPTION,ECKSTEIN M P,M W,10:00am - 10:50am,ILP 3316,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 131,PERCEPTION:AUDITION,HAJDA J M,W F,8:00 am - 9:15 am,PSYCH1902,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 137,BEHAV ENDOCRINOLOGY,"JACOBS E, SOSA-COLINDRE",T R,2:00pm - 3:15pm,ILP 2101,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 138L,ENDOCRINOLOGY LAB,KIPPIN T E,M,1:00pm - 2:50pm,GIRV 1115,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 145,SUPERNATURAL CONC.,"GERMAN T C M, MEHRZADFAR H",M W,3:30pm - 4:45pm,ILP 1302,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 148,SELF AND IDENTITY,KLEIN S B,M,5:00pm - 7:50pm,ILP 1302,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 151,DEVELOP. & AGING,ALBADA N A,T R,9:30 am - 10:45am,HFH 1104,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 155,EVLUTION & CGNITION,COSMIDES L,T,5:00pm - 7:50pm,ILP 2302,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 160TG,PSY CONSPIRACY,"GERMAN T C M, SODHI S",M,11:00am - 1:50pm,ILP 2211,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 162,NEUROETHOLOGY,SMITH I,W F,11:00am - 12:15pm,HFH 1104,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 163AA,NEURAL SPATIAL COG.,ALEXANDER A S,T R,3:30pm - 4:45pm,HSSB 1174,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 163TS,ISSUES IN BIOPSYCH,SPRAGUE T C,T R,9:30 am - 10:45am,ILP 2211,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 190L,SUPERVISED RESEARCH,T B A,,,T B A,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 197A,HONORS RESEARCH,T B A,,,T B A,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 197B,HONORS RESEARCH,T B A,,,T B A,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 197C,HONORS RESEARCH,T B A,,,T B A,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 198,READINGS IN PBS,T B A,,,T B A,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 199,RESEARCH IN PBS,T B A,,,T B A,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,PSY 199P,RESEARCH IN PBS,T B A,,,T B A,2024-04-02 00:00:00,1,Psychology - PSY
SPRING 2024,RG ST 7,INTRO TO AMER RELIG,WALKER D S,M W F,11:00am - 11:50am,ILP 2302,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 10C,ARABIC III,CAMPO M,MTWR,11:00am - 11:50am,HSSB 3041,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 10C,ARABIC III,CAMPO M,MTWR,1:00pm - 1:50pm,HSSB 3041,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 10F,ARABIC VI,EL OMARI R M,M W,9:00 am - 10:50am,HSSB 4020,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 11C,HINDI III,SHAH J P,MTWR,5:00pm - 5:50pm,HSSB 3030,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 19,GODS OF INDIA,HOLDREGE B A,T R,11:00am - 12:15pm,IV THEA2,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 31,RELIGIONS OF TIBET,ERDENE-OCHIR,M W,3:30pm - 4:45pm,GIRV 2115,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 58C,INT INTER PERSIAN I,FEIZMOHAMMADP,MTWR,10:00am - 10:50am,SH 1609,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 63,WITCHES & BRUJXS,PEREZ E,M W,12:30pm - 1:45pm,TD-W 2600,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 65C,INTRO TURKISH III,CAMPO J E,MTWR,3:00pm - 3:50pm,HSSB 1224,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 65F,TURKISH VI,CAMPO J E,MTWR,4:00pm - 4:50pm,HSSB 1224,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 71,INTRO ASIAN AM RELG,BUSTO R V,M W,5:00pm - 6:15pm,HFH 1104,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 80C,REL & WEST CIV III,CARLSON T A,M W,9:30 am - 10:45am,ED 1213,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 99,IND STUDY RELIG ST,T B A,,,T B A,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 99PL,PERSIAN IND STUDY,T B A,,,T B A,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 99PS,PERSIAN SUPPORT,T B A,,,T B A,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 99RA,INDEP RESEARCH ASST,T B A,,,T B A,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 104,PROBS STDY RELIGION,THOMAS C M,M W,11:00am - 12:15pm,HSSB 1214,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 109B,"CHN CHRST,JUD,ISLM",STEAVU-BALINT,M W,11:00am - 12:15pm,NH 1111,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 110L,LGBT RELIG HISTORY,PEREZ E,T R,12:30pm - 1:45pm,GIRV 2112,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 112A,LGL FEMINISM & REL,MOORE K M,M W,5:00pm - 6:15pm,HSSB 3001E,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 116B,SECOND-CENTURY CHTY,THOMAS C M,T R,2:00pm - 3:15pm,HSSB 4020,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 129,ANCIENT NEAR EAST,GARR W R,M W,9:30 am - 10:45am,PHELP1425,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 131J,RABBINIC LITERATURE,MEDINA R W,T R,2:00pm - 3:15pm,GIRV 2116,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 133C,JEWISH LAW,MEDINA R W,T R,9:30 am - 10:45am,ED 1213,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 138,CATHOLIC ST TOPIC,EVANS M M,M W,11:00am - 12:15pm,GIRV 2129,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 138C,MODERN CATHOLICISM,WISEMAN W A,T R,9:30 am - 10:45am,ILP 3211,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 148C,ADVANCED ARABIC,EL OMARI R M,T R,10:00am - 11:50am,HSSB 3030,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 156CE,ETHICS OF COLLEGE,JARRETT G C,T R,2:00pm - 3:15pm,GIRV 1116,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 156CI,SOC ETHICS RESEARCH,HAMILTON N C,M W,3:30pm - 4:45pm,,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 157CP,CONTEMP PERSIAN LIT,FEIZMOHAMMADP,T R,11:00am - 12:15pm,SH 1430,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 158C,BODY IN HINDUISM,HOLDREGE B A,T R,2:00pm - 3:15pm,PHELP2532,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 158F,INT ADV PERSIAN II,FEIZMOHAMMADP,M W,11:00am - 12:15pm,HSSB 4080,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 159L,PHIL LIT IN SANSKR,WALLACE V A,T,4:00pm - 6:50pm,HSSB 3001E,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 162I,DESIRE & SEX INDIA,ELISON W N,T R,12:30pm - 1:45pm,PHELP2524,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 164,BUDDHIST ST TOPIC,ERDENE-OCHIR,M W,2:00pm - 3:15pm,GIRV 2115,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 188C,CIVIC ENGAGEMENT,"MARSANO V L, ARMISTEAD K J",M,3:00pm - 5:50pm,ILP 3316,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 190GA,ETHICS GONE AWRY?,KAUFFMAN M E,T R,3:30pm - 4:45pm,ELLSN2626,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 190NV,NON-VIOLENCE,VYAS M M,T R,3:30pm - 4:45pm,ILP 3101,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 190WE,WALL STREET ETHICS,KAUFFMAN M E,T R,12:30pm - 1:45pm,ELLSN2626,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 195,SR HON RESEARCH,T B A,,,T B A,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 198IS,IRNIAN STDIES INTRN,AFARY J,,,T B A,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 199PL,PERSIAN IND STUDY,T B A,,,T B A,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RG ST 199RA,INDEPEN RES ASST,T B A,,,T B A,2024-04-02 00:00:00,1,Religious Studies - RG ST
SPRING 2024,RUSS 3,ELEMENTARY RUSSIAN,RAZOR S,TWR,3:00pm - 3:50pm,HSSB 1236,2024-04-02 00:00:00,1,Russian - RUSS
SPRING 2024,RUSS 6,INTERMED RUSSIAN,MCLELLAN L,M W F,2:00pm - 2:50pm,HSSB 1206,2024-04-02 00:00:00,1,Russian - RUSS
SPRING 2024,RUSS 101C,ADVANCED RUSSIAN,MCLELLAN L,M W,11:00am - 12:15pm,HSSB 1210,2024-04-02 00:00:00,1,Russian - RUSS
SPRING 2024,RUSS 121,RUSSIAN SHORT STORY,SPIEKER S,M W,3:30pm - 4:45pm,HSSB 1207,2024-04-02 00:00:00,1,Russian - RUSS
SPRING 2024,SLAV 35,RUSS SHORT FICTION,WELD S P,T R,12:30pm - 1:45pm,PHELP2532,2024-04-02 00:00:00,1,Slavic - SLAV
SPRING 2024,SLAV 152C,IDEOL & REPRESENT.,RAZOR S,T R,11:00am - 12:15pm,ILP 4101,2024-04-02 00:00:00,1,Slavic - SLAV
SPRING 2024,SLAV 182,ON THE MARGINS,RAZOR S,T R,12:30pm - 1:45pm,ILP 4101,2024-04-02 00:00:00,1,Slavic - SLAV
SPRING 2024,SLAV 197,SR THESIS/RUSSIAN,T B A,,,T B A,2024-04-02 00:00:00,1,Slavic - SLAV
SPRING 2024,SOC 1,INTRO TO SOCIOLOGY,LANUZA Y R,T R,12:30pm - 1:45pm,CAMPBHALL,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 91,GROUP EXP LEARNING,T B A,,,T B A,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 98,READINGS SOCIOLOGY,T B A,,,T B A,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 99,INTRO RESEARCH SOC,T B A,,,T B A,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 108,METHODS OF RESEARCH,TAYLOR C J,T R,9:30 am - 10:45am,SSMS 1303&,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 108A,RESEARCH TRADITIONS,ARENAS VELAZQ,M W,9:30 am - 10:45am,SH 1431,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 108F,STUDYING PEOPLE,RAYMOND E,T R,9:30 am - 10:45am,SH 1431,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 108ST,SP TOPICS-METHODS,TUROWETZ J,M W,3:30pm - 4:45pm,PHELP1160,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 124,IMMIGRATION,"LANUZA Y R, MENO M S",T R,2:00pm - 3:15pm,HSSB 1174,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 128,RACE AND ETHNICITY,"TUROWETZ J, CELENTANO A J",T R,9:30 am - 10:45am,BUCHN1930,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 130ST,DEVELOPMENT & ALTS,"NIELSEN E S, MOHYUDDIN S I, FRITZLER M A",M W,2:00pm - 3:15pm,ILP 1101,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 131,POLITICAL SOCIOLOGY,"NIELSEN E S, YU G H",M W,3:30pm - 4:45pm,PHELP1260,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 134,SOCIAL MOVEMENTS,"SOBOTKA T C, BICKELL L A",T R,11:00am - 12:15pm,PHELP1260,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 142,SOCIALIZATION,BALDWIN J D,M W F,11:00am - 11:50am,BRDA 1610,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 145,SOCIAL INEQUALITIES,"RAYMOND E, DAVID J S",T R,11:00am - 12:15pm,ELLSN2617,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 146,SPECIAL TOPICS,BHAVNANI K,R,4:00pm - 6:50pm,,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 146,SPECIAL TOPICS,TOBER T L,T R,11:00am - 12:15pm,ILP 2211,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 146,SPECIAL TOPICS,"SOBOTKA T C, TYBERG S A",T R,12:30pm - 1:45pm,PHELP1260,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 152A,SOC HUMAN SEXUALITY,"BALDWIN J D, BALDWIN J I",M W F,2:00pm - 2:50pm,CAMPBHALL,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 152B,TOPICS IN SEXUALITY,"BALDWIN J D, BALDWIN J I",M W F,1:00pm - 1:50pm,ELLSN2816,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 154A,SOC OF FAMILIES,"BRIDGES T S, FANG Y, SORIN C R",M W,3:30pm - 4:45pm,ILP 2101,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 155W,CONTEMP CHICANAS,"SEGURA D A, MALDONADO FAB",T R,11:00am - 12:15pm,WEBB 1100,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 156A,WOMEN/CULTR/DEVELOP,"BHAVNANI K, SHAH N",M,5:00pm - 7:50pm,ILP 1101,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 170J,JUVENILE JUSTICE,FISHER R J,T R,3:30pm - 4:45pm,WEBB 1100,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 173,SOCIOLOGY OF LAW,"LOPEZ ESPINO, BUSCARIOLLI A",M W,3:30pm - 4:45pm,WEBB 1100,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 174,CRIMINAL JUSTICE,"MARTINEZ A A, FLORES H",R,5:00pm - 7:50pm,HSSB 1174,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 185A,DEVELOP SOC THOUGHT,NIELSEN E S,T R,9:30 am - 10:45am,PHELP1260,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 185G,GENDER INEQUALITY,"RAYMOND E, FOX E C",T R,12:30pm - 1:45pm,ELLSN2617,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 185S,SPEC TOP SOC THEORY,"SOBOTKA T C, AVILA M F",T R,8:00 am - 9:15 am,WEBB 1100,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 190A,GROUP STUDIES,"BRIDGES T S, KADE T V",F,3:00pm - 5:50pm,GIRV 1106,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 190A,GROUP STUDIES,"WOHL H L, LIU YUCHENG",,,T B A,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 191CA,INSTRUCTIONAL LAB,T B A,,,T B A,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 198,READINGS IN SOC,T B A,,,T B A,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SOC 199RA,IND RESEARCH ASSIST,T B A,,,T B A,2024-04-02 00:00:00,1,Sociology - SOC
SPRING 2024,SPAN W 1,OL ELEM SPAN I,IHLENDORF BUR,T,9:30 am - 10:45am,,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN W 1,OL ELEM SPAN I,IHLENDORF BUR,T,11:00am - 12:15pm,,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN W 1,OL ELEM SPAN I,GUYTON ACOSTA,T,12:30pm - 1:45pm,,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN W 1,OL ELEM SPAN I,GUYTON ACOSTA,T,2:00pm - 3:15pm,,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN W 1,OL ELEM SPAN I,CARTER M L,T,9:30 am - 10:45am,ON LINE,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 2,ELEMENTARY SPAN 2,BARRY C M,T R,10:00am - 11:50am,HSSB 3201,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 2,ELEMENTARY SPAN 2,PAREDES-RIVER,T R,12:00pm - 1:50pm,ILP 3312,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 2,ELEMENTARY SPAN 2,BARRY C M,T R,1:00pm - 2:50pm,HSSB 3201,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 2,ELEMENTARY SPAN 2,THURMAN N B,T R,11:00am - 12:50pm,HSSB 4201,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 2,ELEMENTARY SPAN 2,THURMAN N B,T R,9:00 am - 10:50am,GIRV 2108,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN W 3,OL ELEM SPAN III,VARGAS D M,T,9:30 am - 10:45am,,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN W 3,OL ELEM SPAN III,VARGAS D M,T,11:00am - 12:15pm,,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN W 3,OL ELEM SPAN III,AMAYA E C,T,12:30pm - 1:45pm,,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN W 3,OL ELEM SPAN III,MOREJON C,T,2:00pm - 3:15pm,,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 4,INTERMED SPANISH 1,ROMINE J T,T R,10:00am - 11:50am,HSSB 3202,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 5,INTERMED SPANISH 2,VERA FLANDEZ,T R,1:00pm - 2:50pm,ILP 3211,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 5,INTERMED SPANISH 2,CRAVEIRO DE M,T R,10:00am - 11:50am,HSSB 4202,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 6,INTERMED SPANISH 3,AGUILAR M,T R,1:00pm - 2:50pm,GIRV 2108,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 6,INTERMED SPANISH 3,AGUILAR M,T R,11:00am - 12:50pm,NH 1109,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 16A,SPAN FOR SPAN SPKRS,RAMIREZ B E,M W F,11:00am - 12:15pm,HSSB 3201,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 16A,SPAN FOR SPAN SPKRS,CHAVIRA A I,M W F,9:30 am - 10:45am,ILP 3312,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 16B,SPAN FOR SPAN SPKRS,MARQUES GARCI,M W F,9:30 am - 10:45am,GIRV 2108,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 25,ADV GRAMMAR & COMP,BARRY C M,M W F,11:00am - 12:15pm,GIRV 2108,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 30,INTRO HISPANIC LIT,GONZALES-SMIT,T R,2:00pm - 3:15pm,PHELP1425,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 100,INTRO HISP LINGUIST,MARQUES-PASCU,T R,9:30 am - 10:45am,ELLSN2617,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 117C,SPEC TRANS - TECH,MIGLIO V G,M W,9:30 am - 10:45am,GIRV 2123,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 127,GASTRONOMY,GONZALES-SMIT,T R,3:30pm - 4:45pm,PHELP2524,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 128,CREATIVE WRITING,RAMIREZ PIMIE,T R,6:30pm - 7:45pm,PHELP2524,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 130,FNTASTC SPAN-AM FIC,CASTILLO J L,M W,11:00am - 12:15pm,PHELP2516,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 131,GOLDEN AGE POETRY I,CORTIJO A,M W,2:00pm - 3:15pm,ILP 4107,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 139,U.S. LATINO LIT.,GUYTON ACOSTA,M W,2:00pm - 3:15pm,SH 1431,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 154C,BASQUE LANG/CULT,MURUAMENDIARA,M W,9:30 am - 10:45am,ILP 3207,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 159,TRANSBORDER CULTURE,RAMIREZ PIMIE,T R,5:00pm - 6:15pm,PHELP2524,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 165,ANDEAN LIT & CULTUR,GONZALES-SMIT,W,5:00pm - 7:50pm,ILP 3205,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 168,POSMODERNISMO,CASTILLO J L,M W,12:30pm - 1:45pm,PHELP1440,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 171,LATAM ON FILM,LUPI J P,M W,5:00pm - 6:15pm,PHELP1425,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 183E,CONFLICT & MEMORY,MURUAMENDIARA,M W,12:30pm - 1:45pm,ILP 3207,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 183IA,BASQUE FILM,MURUAMENDIARA,M W,3:30pm - 4:45pm,ELLSN2626,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 193B,CAPSTONE SEMINAR,BERMUDEZ S,R,3:00pm - 5:50pm,PHELP4312,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,SPAN 195,SEN HONORS IND RES,T B A,,,T B A,2024-04-02 00:00:00,1,Spanish - SPAN
SPRING 2024,PSTAT 5A,UNDERSTANDING DATA,MOUMINOUX C,T R,3:30pm - 4:45pm,ILP 1203,2024-04-02 00:00:00,1,Statistics & Applied Probability - PSTAT
SPRING 2024,PSTAT 5H,STATISTICS,MEIRING W,M,1:00pm - 1:50pm,GIRV 2123,2024-04-02 00:00:00,1,Statistics & Applied Probability - PSTAT
